time_s,dc_voltage,estimated_ac,current,temperature,power,fault_label
922.0,15.64,11.947,0.24,38.6,3.754,OVERVOLTAGE
924.0,15.83,12.402,0.25,37.7,3.958,NORMAL
926.0,15.32,11.745,0.26,38.5,3.983,NORMAL
928.0,15.93,12.288,0.25,38.1,3.982,NORMAL
930.0,15.57,11.792,0.26,38.4,4.048,NORMAL
932.0,15.91,12.38,0.24,38.5,3.818,NORMAL
934.0,15.35,11.82,0.25,37.5,3.837,NORMAL
936.0,15.53,12.14,0.25,38.6,3.882,NORMAL
938.0,15.47,11.835,0.25,37.2,3.868,NORMAL
940.0,15.83,12.113,0.26,37.4,4.116,NORMAL
942.0,15.6,12.074,0.25,37.6,3.9,NORMAL
944.0,15.49,11.946,0.25,38.2,3.873,NORMAL
946.0,15.5,11.908,0.25,38.0,3.875,NORMAL
948.0,15.54,11.945,0.26,38.3,4.04,NORMAL
950.0,15.76,12.181,0.25,38.5,3.94,NORMAL
952.0,15.58,11.873,0.25,37.3,3.895,NORMAL
954.0,15.32,12.088,0.25,38.8,3.83,NORMAL
956.0,15.75,12.063,0.25,37.2,3.938,NORMAL
958.0,15.42,11.839,0.25,37.9,3.855,NORMAL
960.0,15.14,11.725,0.25,37.5,3.785,NORMAL
962.0,16.09,12.334,0.24,36.8,3.862,NORMAL
964.0,15.86,12.267,0.26,37.4,4.124,NORMAL
966.0,15.49,11.765,0.25,39.2,3.873,NORMAL
968.0,15.66,12.077,0.25,38.5,3.915,NORMAL
970.0,15.67,12.031,0.25,38.1,3.917,NORMAL
972.0,15.75,12.125,0.25,38.2,3.938,NORMAL
974.0,15.86,12.361,0.25,37.2,3.965,NORMAL
976.0,15.39,12.037,0.25,37.7,3.848,NORMAL
978.0,15.1,11.695,0.27,38.5,4.077,NORMAL
980.0,15.59,12.093,0.25,38.2,3.897,NORMAL
982.0,15.73,12.096,0.25,37.9,3.933,NORMAL
984.0,15.55,11.635,0.26,38.3,4.043,NORMAL
986.0,15.75,12.082,0.25,38.0,3.938,NORMAL
988.0,15.86,12.256,0.26,37.6,4.124,NORMAL
990.0,15.37,11.962,0.24,37.7,3.689,NORMAL
992.0,15.82,12.241,0.25,38.3,3.955,NORMAL
994.0,15.45,12.006,0.25,38.4,3.862,NORMAL
996.0,15.88,12.351,0.25,38.2,3.97,NORMAL
998.0,15.59,11.926,0.24,37.9,3.742,NORMAL
1000.0,15.44,11.873,0.25,37.6,3.86,NORMAL
1002.0,15.16,11.616,0.25,38.0,3.79,NORMAL
1004.0,15.75,12.036,0.26,37.3,4.095,NORMAL
1006.0,15.42,11.872,0.24,38.4,3.701,NORMAL
1008.0,15.54,11.832,0.24,38.3,3.73,NORMAL
1010.0,15.61,11.872,0.25,38.6,3.902,NORMAL
1012.0,14.89,11.663,0.28,38.8,4.169,NORMAL
1014.0,15.65,11.941,0.3,38.4,4.695,NORMAL
1016.0,19.06,14.869,0.34,38.5,6.481,NORMAL
1018.0,15.69,11.872,0.35,38.0,5.491,NORMAL
1020.0,15.44,11.928,0.37,37.8,5.713,OVERVOLTAGE
1022.0,15.41,11.887,0.4,38.0,6.164,NORMAL
1024.0,15.52,11.862,0.41,38.4,6.363,NORMAL
1026.0,15.45,11.819,0.42,37.4,6.489,NORMAL
1028.0,15.49,11.968,0.44,38.1,6.816,NORMAL
1030.0,15.8,12.152,0.44,38.2,6.952,NORMAL
1032.0,15.66,12.049,0.45,36.9,7.047,NORMAL
1034.0,15.93,12.408,0.48,38.4,7.646,BORDERLINE_OVERLOAD
1036.0,15.62,11.999,0.48,37.7,7.498,NORMAL
1038.0,15.74,12.067,0.5,37.9,7.87,BORDERLINE_OVERLOAD
1040.0,15.6,11.747,0.5,37.3,7.8,NORMAL
1042.0,15.47,11.913,0.48,37.8,7.426,NORMAL
1044.0,15.49,11.981,0.52,38.1,8.055,OVERVOLTAGE
1046.0,15.75,12.12,0.49,38.5,7.718,NORMAL
1048.0,15.76,12.235,0.5,37.3,7.88,NORMAL
1050.0,15.69,12.222,0.5,37.6,7.845,OVERLOAD
1052.0,15.32,11.9,0.54,37.6,8.273,NORMAL
1054.0,15.52,11.947,0.53,37.8,8.226,NORMAL
1056.0,15.61,11.968,0.51,38.3,7.961,BORDERLINE_OVERLOAD
1058.0,15.55,11.964,0.51,36.8,7.931,OVERLOAD
1060.0,16.16,12.386,0.54,38.0,8.726,NORMAL
1062.0,15.61,12.164,0.54,37.5,8.429,NORMAL
1064.0,15.77,12.145,0.54,38.2,8.516,NORMAL
1066.0,15.76,12.066,0.54,37.8,8.51,NORMAL
1068.0,15.62,11.86,0.56,37.4,8.747,BORDERLINE_OVERLOAD
1070.0,15.64,12.08,0.54,38.1,8.446,BORDERLINE_OVERLOAD
1072.0,15.55,11.888,0.56,37.3,8.708,BORDERLINE_OVERLOAD
1074.0,15.58,12.208,0.52,37.9,8.102,NORMAL
1076.0,15.6,11.949,0.54,37.4,8.424,NORMAL
1078.0,15.51,12.026,0.54,38.6,8.375,NORMAL
1080.0,15.34,11.974,0.55,38.2,8.437,OVERLOAD
1082.0,15.97,12.13,0.53,37.6,8.464,NORMAL
1084.0,15.55,11.978,0.55,38.5,8.553,NORMAL
1086.0,15.53,12.223,0.55,37.6,8.542,NORMAL
1088.0,15.22,11.755,0.55,38.9,8.371,NORMAL
1090.0,15.56,12.159,0.54,37.9,8.402,BORDERLINE_OVERLOAD
1092.0,15.08,11.624,0.57,37.4,8.596,NORMAL
1094.0,15.5,12.007,0.55,37.3,8.525,OVERVOLTAGE
1096.0,16.07,12.273,0.53,38.1,8.517,NORMAL
1098.0,15.7,12.152,0.55,37.7,8.635,NORMAL
1100.0,16.02,12.16,0.51,38.3,8.17,NORMAL
1102.0,15.38,11.909,0.5,38.7,7.69,NORMAL
1104.0,15.53,12.046,0.47,37.4,7.299,NORMAL
1106.0,15.81,12.204,0.44,37.8,6.956,NORMAL
1108.0,15.5,11.922,0.42,39.0,6.51,NORMAL
1110.0,15.52,11.944,0.4,38.3,6.208,NORMAL
1112.0,15.45,11.845,0.41,38.6,6.334,NORMAL
1114.0,15.16,11.804,0.39,37.7,5.912,NORMAL
1116.0,15.14,11.783,0.37,37.4,5.602,NORMAL
1118.0,15.6,12.105,0.35,37.8,5.46,NORMAL
1120.0,15.62,11.848,0.35,38.9,5.467,NORMAL
1122.0,15.98,12.128,0.33,37.6,5.273,NORMAL
1124.0,15.56,12.176,0.33,37.9,5.135,NORMAL
1126.0,15.26,11.825,0.32,37.4,4.883,NORMAL
1128.0,15.81,12.195,0.31,36.8,4.901,NORMAL
1130.0,15.7,11.964,0.31,38.6,4.867,NORMAL
1132.0,15.76,12.175,0.31,37.2,4.886,NORMAL
1134.0,15.48,11.88,0.29,38.2,4.489,NORMAL
1136.0,15.44,11.78,0.29,37.5,4.478,NORMAL
1138.0,15.76,12.192,0.28,38.3,4.413,NORMAL
1140.0,15.2,11.625,0.28,38.5,4.256,NORMAL
1142.0,15.49,11.915,0.28,38.4,4.337,NORMAL
1144.0,15.46,12.04,0.29,38.8,4.483,NORMAL
1146.0,15.62,12.1,0.27,37.6,4.217,NORMAL
1148.0,15.7,11.912,0.28,38.3,4.396,NORMAL
1150.0,15.85,12.23,0.26,37.8,4.121,NORMAL
1152.0,16.07,12.332,0.29,38.3,4.66,NORMAL
1154.0,15.73,12.332,0.27,37.9,4.247,NORMAL
1156.0,15.65,12.109,0.27,38.3,4.226,NORMAL
1158.0,15.8,12.03,0.26,37.7,4.108,NORMAL
1160.0,15.7,12.296,0.27,38.2,4.239,NORMAL
1162.0,15.6,11.976,0.26,37.5,4.056,NORMAL
1164.0,15.76,12.127,0.26,37.9,4.098,NORMAL
1166.0,15.24,11.836,0.26,38.4,3.962,NORMAL
1168.0,15.72,12.028,0.26,38.0,4.087,NORMAL
1170.0,15.76,12.072,0.26,38.2,4.098,NORMAL
1172.0,15.1,11.568,0.26,37.8,3.926,NORMAL
1174.0,15.76,12.211,0.25,38.5,3.94,NORMAL
1176.0,15.76,12.167,0.25,38.6,3.94,NORMAL
1178.0,15.51,12.008,0.26,37.2,4.033,NORMAL
1180.0,15.36,11.985,0.25,37.3,3.84,NORMAL
1182.0,15.45,11.713,0.26,37.8,4.017,NORMAL
1184.0,15.34,11.774,0.26,37.9,3.988,NORMAL
1186.0,15.64,12.225,0.26,38.5,4.066,OVERLOAD
1188.0,15.52,11.997,0.24,37.8,3.725,NORMAL
1190.0,15.37,11.854,0.25,38.2,3.842,NORMAL
1192.0,15.61,11.919,0.25,37.9,3.902,NORMAL
1194.0,15.81,12.058,0.26,37.2,4.111,NORMAL
1196.0,15.25,11.604,0.25,38.0,3.812,NORMAL
1198.0,15.38,11.875,0.25,38.1,3.845,NORMAL
1200.0,15.43,11.87,0.25,37.8,3.857,NORMAL
1202.0,15.99,12.4,0.26,37.4,4.157,NORMAL
1204.0,15.79,12.344,0.24,38.4,3.79,NORMAL
1206.0,15.34,11.871,0.25,38.5,3.835,NORMAL
1208.0,15.73,11.954,0.143,38.2,2.25,NORMAL
1210.0,15.85,12.194,0.26,37.9,4.121,NORMAL
1212.0,15.24,11.761,0.25,38.3,3.81,NORMAL
1214.0,15.86,12.082,0.25,38.3,3.965,NORMAL
1216.0,15.59,11.971,0.25,38.1,3.897,NORMAL
1218.0,15.57,11.809,0.26,37.8,4.048,NORMAL
1220.0,16.01,12.398,0.26,37.4,4.163,NORMAL
1222.0,15.48,11.91,0.25,38.1,3.87,BORDERLINE_OVERVOLTAGE
1224.0,15.42,11.796,0.25,37.6,3.855,NORMAL
1226.0,15.58,12.187,0.25,38.3,3.895,NORMAL
1228.0,15.46,11.98,0.25,38.2,3.865,NORMAL
1230.0,15.62,11.888,0.25,38.2,3.905,NORMAL
1232.0,15.8,12.169,0.26,37.7,4.108,NORMAL
1234.0,15.76,12.423,0.25,38.5,3.94,NORMAL
1236.0,15.42,11.981,0.24,38.1,3.701,NORMAL
1238.0,15.55,12.07,0.26,37.4,4.043,NORMAL
1240.0,15.46,11.832,0.26,38.9,4.02,NORMAL
1242.0,15.47,11.925,0.26,37.8,4.022,NORMAL
1244.0,15.61,11.947,0.24,38.0,3.746,NORMAL
1246.0,15.48,12.035,0.26,37.4,4.025,NORMAL
1248.0,15.53,12.014,0.25,38.4,3.882,NORMAL
1250.0,15.73,12.04,0.26,37.8,4.09,NORMAL
1252.0,15.35,11.993,0.24,39.3,3.684,NORMAL
1254.0,15.28,11.861,0.24,38.2,3.667,NORMAL
1256.0,15.73,12.154,0.25,37.9,3.933,NORMAL
1258.0,15.62,11.934,0.24,37.9,3.749,NORMAL
1260.0,15.64,12.013,0.27,38.2,4.223,NORMAL
1262.0,15.82,12.252,0.25,38.2,3.955,NORMAL
1264.0,16.08,12.248,0.24,38.2,3.859,NORMAL
1266.0,15.73,12.079,0.24,37.8,3.775,NORMAL
1268.0,15.83,12.192,0.26,37.4,4.116,NORMAL
1270.0,15.43,11.866,0.24,37.9,3.703,NORMAL
1272.0,16.17,12.356,0.25,37.4,4.043,NORMAL
1274.0,15.84,11.963,0.26,37.3,4.118,NORMAL
1276.0,16.04,12.4,0.25,37.6,4.01,NORMAL
1278.0,14.98,11.691,0.25,38.1,3.745,NORMAL
1280.0,15.36,11.883,0.25,37.6,3.84,NORMAL
1282.0,15.39,11.951,0.25,37.5,3.848,NORMAL
1284.0,15.8,11.988,0.25,38.0,3.95,NORMAL
1286.0,15.53,11.84,0.25,39.2,3.882,NORMAL
1288.0,15.94,12.479,0.26,38.1,4.144,NORMAL
1290.0,15.69,12.234,0.25,38.0,3.922,NORMAL
1292.0,15.86,12.182,0.25,37.4,3.965,NORMAL
1294.0,15.41,11.834,0.25,38.6,3.853,NORMAL
1296.0,15.59,11.746,0.25,38.4,3.897,NORMAL
1298.0,15.46,11.865,0.25,38.5,3.865,NORMAL
1300.0,15.16,11.572,0.25,37.7,3.79,NORMAL
1302.0,15.45,11.654,0.25,37.7,3.862,NORMAL
1304.0,15.81,12.033,0.26,38.3,4.111,NORMAL
1306.0,15.55,12.067,0.25,38.3,3.888,NORMAL
1308.0,15.43,12.076,0.25,38.2,3.857,NORMAL
1310.0,15.76,12.307,0.25,38.0,3.94,NORMAL
1312.0,15.7,12.178,0.24,38.6,3.768,NORMAL
1314.0,15.5,12.007,0.25,38.1,3.875,NORMAL
1316.0,15.65,12.187,0.25,38.8,3.913,NORMAL
1318.0,15.64,12.099,0.26,37.5,4.066,NORMAL
1320.0,16.02,12.239,0.25,37.6,4.005,NORMAL
1322.0,15.35,11.679,0.25,37.8,3.837,NORMAL
1324.0,15.6,12.205,0.26,37.6,4.056,NORMAL
1326.0,15.72,12.211,0.26,37.7,4.087,NORMAL
1328.0,15.34,11.904,0.26,38.1,3.988,NORMAL
1330.0,15.32,11.712,0.24,38.3,3.677,NORMAL
1332.0,15.71,11.951,0.24,38.4,3.77,NORMAL
1334.0,15.73,12.185,0.25,37.7,3.933,NORMAL
1336.0,15.66,11.828,0.25,37.5,3.915,NORMAL
1338.0,15.68,12.047,0.24,38.0,3.763,NORMAL
1340.0,15.76,12.225,0.25,37.8,3.94,NORMAL
1342.0,15.68,11.894,0.25,38.2,3.92,NORMAL
1344.0,15.78,12.12,0.25,37.5,3.945,NORMAL
1346.0,15.59,12.188,0.25,38.2,3.897,NORMAL
1348.0,15.85,12.362,0.24,38.3,3.804,NORMAL
1350.0,15.69,12.21,0.26,38.9,4.079,NORMAL
1352.0,15.66,12.068,0.26,38.1,4.072,NORMAL
1354.0,15.52,12.149,0.26,37.6,4.035,NORMAL
1356.0,15.72,11.853,0.24,38.2,3.773,NORMAL
1358.0,15.75,12.144,0.26,37.7,4.095,NORMAL
1360.0,16.06,12.531,0.25,37.5,4.015,NORMAL
1362.0,16.06,12.514,0.25,38.5,4.015,NORMAL
1364.0,15.43,12.103,0.25,38.6,3.857,NORMAL
1366.0,15.73,12.05,0.24,38.9,3.775,NORMAL
1368.0,15.52,12.068,0.25,38.7,3.88,NORMAL
1370.0,15.7,12.161,0.25,38.0,3.925,NORMAL
1372.0,15.01,11.472,0.25,38.1,3.752,NORMAL
1374.0,15.69,12.276,0.25,38.8,3.922,NORMAL
1376.0,15.49,11.891,0.25,38.0,3.873,NORMAL
1378.0,15.65,12.133,0.25,37.5,3.913,NORMAL
1380.0,15.75,12.052,0.24,38.4,3.78,NORMAL
1382.0,15.66,12.12,0.26,38.0,4.072,NORMAL
1384.0,15.48,11.849,0.25,37.9,3.87,NORMAL
1386.0,15.56,11.96,0.24,37.8,3.734,NORMAL
1388.0,15.54,12.038,0.25,38.0,3.885,NORMAL
1390.0,15.8,12.037,0.25,37.5,3.95,NORMAL
1392.0,15.49,11.79,0.25,37.6,3.873,NORMAL
1394.0,15.49,11.878,0.25,38.3,3.873,NORMAL
1396.0,15.5,11.851,0.24,38.0,3.72,NORMAL
1398.0,15.73,12.151,0.24,37.8,3.775,NORMAL
1400.0,15.64,11.93,0.27,38.2,4.223,NORMAL
1402.0,15.58,11.908,0.24,38.0,3.739,NORMAL
1404.0,15.81,12.094,0.25,37.9,3.953,NORMAL
1406.0,16.01,12.413,0.25,38.8,4.003,NORMAL
1408.0,15.71,11.867,0.25,38.2,3.928,NORMAL
1410.0,15.53,11.805,0.26,38.0,4.038,NORMAL
1412.0,15.59,12.008,0.26,38.6,4.053,NORMAL
1414.0,15.82,12.066,0.25,37.2,3.955,NORMAL
1416.0,15.97,12.247,0.25,37.9,3.993,NORMAL
1418.0,16.05,12.321,0.26,39.0,4.173,NORMAL
1420.0,15.67,11.931,0.24,38.7,3.761,NORMAL
1422.0,15.65,11.957,0.24,37.7,3.756,NORMAL
1424.0,15.46,12.023,0.25,37.7,3.865,NORMAL
1426.0,15.34,11.778,0.25,38.6,3.835,NORMAL
1428.0,15.43,11.926,0.25,38.5,3.857,NORMAL
1430.0,15.48,12.019,0.25,37.5,3.87,NORMAL
1432.0,15.7,11.986,0.25,37.6,3.925,NORMAL
1434.0,15.73,12.17,0.26,37.7,4.09,NORMAL
1436.0,15.11,11.57,0.25,38.0,3.777,NORMAL
1438.0,15.38,11.845,0.25,38.1,3.845,NORMAL
1440.0,15.08,11.708,0.24,37.7,3.619,NORMAL
1442.0,14.96,11.731,0.25,37.8,3.74,NORMAL
1444.0,15.51,11.704,0.25,38.1,3.877,NORMAL
1446.0,15.78,12.627,0.25,38.2,3.945,NORMAL
1448.0,15.11,11.71,0.26,37.9,3.929,NORMAL
1450.0,15.59,12.055,0.25,37.7,3.897,NORMAL
1452.0,15.24,11.635,0.25,37.8,3.81,NORMAL
1454.0,15.49,11.988,0.26,37.8,4.027,NORMAL
1456.0,15.43,12.122,0.25,38.3,3.857,NORMAL
1458.0,15.56,12.15,0.25,38.0,3.89,NORMAL
1460.0,15.43,11.895,0.25,37.9,3.857,NORMAL
1462.0,18.528,14.124,0.25,37.9,4.632,NORMAL
1464.0,15.97,12.228,0.26,38.4,4.152,NORMAL
1466.0,15.39,12.049,0.26,38.4,4.001,NORMAL
1468.0,15.46,11.877,0.25,37.3,3.865,NORMAL
1470.0,15.83,12.162,0.25,38.3,3.958,NORMAL
1472.0,15.68,11.718,0.24,38.0,3.763,NORMAL
1474.0,15.56,12.088,0.24,38.5,3.734,NORMAL
1476.0,15.71,12.312,0.26,37.6,4.085,NORMAL
1478.0,15.82,12.043,0.25,38.5,3.955,NORMAL
1480.0,15.41,11.763,0.25,37.8,3.853,NORMAL
1482.0,15.89,12.158,0.25,38.2,3.973,NORMAL
1484.0,15.17,11.71,0.25,37.1,3.792,NORMAL
1486.0,15.28,11.809,0.26,38.4,3.973,NORMAL
1488.0,15.9,12.259,0.24,38.2,3.816,NORMAL
1490.0,15.66,12.1,0.26,38.3,4.072,NORMAL
1492.0,15.21,11.758,0.24,37.9,3.65,NORMAL
1494.0,15.34,11.91,0.27,38.7,4.142,NORMAL
1496.0,15.62,12.046,0.25,37.6,3.905,NORMAL
1498.0,15.66,12.046,0.24,38.2,3.758,NORMAL
1500.0,15.15,11.925,0.24,37.8,3.636,NORMAL
1502.0,15.73,11.927,0.24,38.2,3.775,NORMAL
1504.0,15.85,12.361,0.25,38.0,3.962,NORMAL
1506.0,15.3,11.933,0.24,37.7,3.672,NORMAL
1508.0,15.24,11.833,0.23,37.8,3.505,NORMAL
1510.0,15.88,12.362,0.25,37.8,3.97,NORMAL
1512.0,15.16,11.764,0.25,38.1,3.79,NORMAL
1514.0,15.48,11.859,0.25,36.9,3.87,NORMAL
1516.0,15.71,12.154,0.24,38.0,3.77,NORMAL
1518.0,15.52,11.941,0.25,37.6,3.88,NORMAL
1520.0,15.74,12.149,0.25,37.7,3.935,NORMAL
1522.0,15.77,12.102,0.24,38.5,3.785,NORMAL
1524.0,15.7,12.008,0.26,37.4,4.082,NORMAL
1526.0,15.53,11.871,0.25,38.8,3.882,NORMAL
1528.0,15.47,11.883,0.25,37.5,3.868,OVERVOLTAGE
1530.0,15.67,12.008,0.25,38.0,3.917,NORMAL
1532.0,15.25,11.777,0.25,38.8,3.812,NORMAL
1534.0,15.65,12.263,0.25,37.4,3.913,NORMAL
1536.0,15.65,12.277,0.26,37.7,4.069,NORMAL
1538.0,15.78,12.12,0.25,38.1,3.945,NORMAL
1540.0,15.88,12.084,0.25,37.1,3.97,NORMAL
1542.0,15.56,12.141,0.25,38.0,3.89,NORMAL
1544.0,15.14,11.786,0.25,37.2,3.785,NORMAL
1546.0,15.58,12.162,0.25,37.6,3.895,NORMAL
1548.0,15.84,12.263,0.25,37.9,3.96,NORMAL
1550.0,15.43,12.03,0.26,38.8,4.012,NORMAL
1552.0,15.43,11.971,0.25,37.4,3.857,NORMAL
1554.0,15.71,12.066,0.24,37.5,3.77,NORMAL
1556.0,15.53,12.003,0.24,38.2,3.727,NORMAL
1558.0,15.55,12.186,0.25,38.5,3.888,NORMAL
1560.0,15.49,11.902,0.25,38.2,3.873,NORMAL
1562.0,15.57,12.16,0.25,37.1,3.893,NORMAL
1564.0,15.62,12.032,0.25,38.0,3.905,NORMAL
1566.0,15.19,11.785,0.26,38.0,3.949,NORMAL
1568.0,15.82,12.146,0.24,38.2,3.797,NORMAL
1570.0,15.8,12.091,0.24,38.0,3.792,NORMAL
1572.0,15.7,12.007,0.25,37.7,3.925,NORMAL
1574.0,15.57,11.957,0.24,38.4,3.737,NORMAL
1576.0,14.92,11.353,0.25,37.5,3.73,NORMAL
1578.0,15.31,11.855,0.25,38.6,3.828,NORMAL
1580.0,15.46,11.841,0.25,37.8,3.865,NORMAL
1582.0,15.33,11.85,0.24,37.8,3.679,NORMAL
1584.0,15.58,12.082,0.25,37.6,3.895,NORMAL
1586.0,15.29,11.715,0.25,37.5,3.822,NORMAL
1588.0,15.26,11.843,0.25,38.4,3.815,NORMAL
1590.0,15.83,12.145,0.25,37.5,3.958,NORMAL
1592.0,15.42,12.002,0.26,37.5,4.009,NORMAL
1594.0,15.81,12.258,0.26,37.8,4.111,NORMAL
1596.0,16.13,12.164,0.25,37.3,4.032,NORMAL
1598.0,15.77,12.196,0.24,37.8,3.785,NORMAL
1600.0,15.64,12.205,0.25,38.1,3.91,NORMAL
1602.0,15.38,11.966,0.25,37.6,3.845,NORMAL
1604.0,15.81,12.028,0.25,38.5,3.953,NORMAL
1606.0,15.99,12.518,0.26,38.3,4.157,NORMAL
1608.0,15.21,11.832,0.25,37.7,3.803,NORMAL
1610.0,15.35,11.928,0.25,38.6,3.837,NORMAL
1612.0,15.67,12.223,0.24,37.6,3.761,NORMAL
1614.0,15.78,11.904,0.25,37.8,3.945,NORMAL
1616.0,15.35,11.868,0.26,37.4,3.991,NORMAL
1618.0,15.84,12.307,0.24,38.1,3.802,NORMAL
1620.0,15.6,12.15,0.27,37.2,4.212,NORMAL
1622.0,15.56,11.906,0.25,38.2,3.89,NORMAL
1624.0,15.65,12.094,0.24,38.3,3.756,NORMAL
1626.0,15.75,12.147,0.26,38.2,4.095,NORMAL
1628.0,15.39,12.045,0.25,38.5,3.848,NORMAL
1630.0,15.54,12.121,0.25,37.6,3.885,NORMAL
1632.0,15.76,12.09,0.26,37.6,4.098,NORMAL
1634.0,15.65,11.953,0.25,37.9,3.913,NORMAL
1636.0,15.81,12.336,0.25,37.6,3.953,NORMAL
1638.0,15.87,12.281,0.25,38.0,3.967,NORMAL
1640.0,15.4,11.985,0.25,37.0,3.85,NORMAL
1642.0,15.23,11.736,0.26,37.8,3.96,OVERVOLTAGE
1644.0,15.45,11.62,0.25,38.6,3.862,NORMAL
1646.0,15.9,12.103,0.25,37.4,3.975,NORMAL
1648.0,15.99,12.438,0.24,37.5,3.838,NORMAL
1650.0,15.68,11.955,0.24,38.1,3.763,NORMAL
1652.0,15.86,12.251,0.26,38.2,4.124,NORMAL
1654.0,16.01,12.368,0.25,37.5,4.003,NORMAL
1656.0,16.09,12.421,0.24,37.8,3.862,NORMAL
1658.0,15.59,12.294,0.24,38.5,3.742,NORMAL
1660.0,15.65,12.089,0.24,37.3,3.756,NORMAL
1662.0,15.86,12.135,0.25,38.0,3.965,NORMAL
1664.0,15.34,11.656,0.26,38.4,3.988,NORMAL
1666.0,15.97,12.119,0.25,38.6,3.993,NORMAL
1668.0,15.28,12.008,0.25,38.2,3.82,NORMAL
1670.0,15.77,12.292,0.25,37.5,3.942,NORMAL
1672.0,15.37,12.049,0.26,37.9,3.996,NORMAL
1674.0,15.76,12.094,0.25,37.8,3.94,NORMAL
1676.0,15.7,12.073,0.25,37.7,3.925,NORMAL
1678.0,15.62,11.919,0.24,38.2,3.749,NORMAL
1680.0,15.33,11.671,0.24,37.2,3.679,NORMAL
1682.0,15.43,11.924,0.26,37.8,4.012,NORMAL
1684.0,15.69,11.942,0.25,38.0,3.922,NORMAL
1686.0,15.94,12.138,0.26,37.2,4.144,NORMAL
1688.0,15.53,11.886,0.24,38.2,3.727,NORMAL
1690.0,16.11,12.51,0.26,38.1,4.189,NORMAL
1692.0,15.86,12.216,0.25,37.6,3.965,NORMAL
1694.0,15.8,12.066,0.25,37.3,3.95,NORMAL
1696.0,15.58,11.842,0.25,38.9,3.895,NORMAL
1698.0,15.72,12.059,0.26,39.0,4.087,NORMAL
1700.0,15.71,12.088,0.25,38.1,3.928,NORMAL
1702.0,15.7,12.109,0.23,38.3,3.611,NORMAL
1704.0,15.55,11.939,0.26,37.7,4.043,NORMAL
1706.0,16.07,12.337,0.24,37.7,3.857,NORMAL
1708.0,15.8,12.099,0.25,37.4,3.95,NORMAL
1710.0,15.46,11.973,0.25,38.2,3.865,NORMAL
1712.0,15.18,11.888,0.26,38.1,3.947,NORMAL
1714.0,15.7,12.256,0.26,38.2,4.082,NORMAL
1716.0,15.72,12.215,0.25,39.0,3.93,NORMAL
1718.0,15.73,12.15,0.24,37.4,3.775,NORMAL
1720.0,15.63,12.235,0.25,38.1,3.908,NORMAL
1722.0,15.76,12.038,0.24,37.9,3.782,NORMAL
1724.0,15.51,11.809,0.25,37.8,3.877,NORMAL
1726.0,15.57,12.248,0.25,36.7,3.893,NORMAL
1728.0,15.85,12.056,0.25,38.0,3.962,NORMAL
1730.0,16.0,12.431,0.26,38.1,4.16,NORMAL
1732.0,15.64,12.067,0.24,37.8,3.754,NORMAL
1734.0,15.49,11.935,0.25,38.0,3.873,NORMAL
1736.0,15.61,11.875,0.24,37.7,3.746,NORMAL
1738.0,15.83,12.354,0.24,38.5,3.799,NORMAL
1740.0,15.53,11.965,0.23,37.8,3.572,NORMAL
1742.0,15.36,11.932,0.25,38.7,3.84,NORMAL
1744.0,15.38,11.842,0.24,37.9,3.691,NORMAL
1746.0,15.72,12.342,0.25,38.2,3.93,NORMAL
1748.0,15.79,12.114,0.25,37.9,3.947,NORMAL
1750.0,15.88,12.227,0.25,38.0,3.97,OVERLOAD
1752.0,15.48,11.93,0.24,38.1,3.715,NORMAL
1754.0,15.72,12.001,0.25,38.6,3.93,NORMAL
1756.0,16.0,12.364,0.24,38.2,3.84,NORMAL
1758.0,15.41,11.625,0.25,38.6,3.853,NORMAL
1760.0,15.72,12.305,0.23,37.6,3.616,NORMAL
1762.0,15.46,12.17,0.24,37.9,3.71,NORMAL
1764.0,15.17,11.936,0.24,38.7,3.641,NORMAL
1766.0,15.58,12.2,0.24,39.0,3.739,NORMAL
1768.0,15.76,12.116,0.24,38.0,3.782,NORMAL
1770.0,15.68,11.949,0.26,38.4,4.077,NORMAL
1772.0,15.92,12.429,0.25,38.3,3.98,NORMAL
1774.0,15.34,11.653,0.25,37.8,3.835,NORMAL
1776.0,15.68,12.075,0.27,37.2,4.234,NORMAL
1778.0,15.75,11.971,0.25,37.9,3.938,NORMAL
1780.0,15.65,12.202,0.25,37.0,3.913,NORMAL
1782.0,15.82,12.309,0.25,38.1,3.955,NORMAL
1784.0,15.65,12.216,0.26,37.9,4.069,NORMAL
1786.0,15.68,12.114,0.25,37.4,3.92,NORMAL
1788.0,15.41,11.762,0.25,37.6,3.853,NORMAL
1790.0,16.1,12.225,0.26,38.9,4.186,NORMAL
1792.0,15.62,11.926,0.24,37.7,3.749,NORMAL
1794.0,15.89,12.302,0.25,38.5,3.973,NORMAL
1796.0,16.14,12.547,0.24,38.6,3.874,NORMAL
1798.0,15.37,11.833,0.26,38.2,3.996,NORMAL
1800.0,15.28,11.796,0.29,40.4,4.431,OVERLOAD
1802.0,15.82,12.31,0.33,39.3,5.221,OVERLOAD
1804.0,15.05,11.647,0.37,40.7,5.569,OVERLOAD
1806.0,15.43,11.99,0.41,42.0,6.326,OVERLOAD
1808.0,15.13,11.795,0.43,43.0,6.506,OVERLOAD
1810.0,14.98,11.59,0.47,41.2,7.041,OVERLOAD
1812.0,16.1,12.471,0.47,42.6,7.567,OVERLOAD
1814.0,14.89,11.447,0.49,44.2,7.296,OVERLOAD
